V1,V2,cl,dataset
0.18273386985024703,0.16384393276740222,1,6
0.5184252811412503,0.544221352828521,1,6
0.20515248701805244,0.597451585879627,1,6
0.26976525180458383,0.36353348359302623,1,6
0.06308966168135711,0.283296109839411,1,6
0.22933256857793832,0.4730378010822318,1,6
0.4396329549846235,0.3696192210684451,1,6
0.281201844963738,0.2333558322356551,1,6
0.11342172637876227,0.29662356026759895,1,6
0.4088590436976406,-0.09081271909082528,1,6
0.400393346334054,0.3113442473968985,1,6
0.20883171812618995,0.37674046811395695,1,6
0.40608642545946233,0.2611600061750758,1,6
0.4734050013449946,0.34499358793147095,1,6
0.11515905006072352,0.42616991119887027,1,6
0.33409476479751987,0.3322692544564019,1,6
0.15944228052658094,0.39841832488826134,1,6
0.12133764575903386,0.23912270310188083,1,6
0.14712900508461116,0.29942520873418316,1,6
0.2680513815161954,0.09287511023515801,1,6
0.4304562443353063,0.22246335973117728,1,6
0.40572236008112833,0.38193523939865975,1,6
0.25858318217917664,0.5446354944701602,1,6
0.20404420823763408,0.14018830141786814,1,6
0.24463350886936963,0.4715886702730152,1,6
0.2835568489514812,0.36334841059107503,1,6
0.3080399126158516,0.22667751382525742,1,6
0.4263851404059549,0.3174620779919495,1,6
0.20195954757625997,0.09669882449538304,1,6
0.1335267082536515,0.33474421870575793,1,6
0.20682821038240062,0.14080396266129008,1,6
0.36440766388548046,0.42088376098550295,1,6
0.23934423547925837,0.392412164694336,1,6
0.23460179931945024,0.4046361128911907,1,6
0.19014010799621,0.25626183721403406,1,6
0.33303432357637114,0.522110419623233,1,6
0.1309665618491631,0.3369609313810395,1,6
0.16151168157982537,0.36766147127370463,1,6
0.23087512292766987,0.47882684645658685,1,6
0.22808695573993687,0.39289748204965824,1,6
0.30984435721760334,0.2630928536615835,1,6
0.1100359529699733,0.2690347974541142,1,6
0.367519328826193,0.3830871352283083,1,6
0.6047742411491401,0.677324298780509,1,6
0.22262270000548245,0.3190177012976985,1,6
0.11416582075330997,0.522173574308214,1,6
0.20718509693607523,0.08506959463309073,1,6
0.2742673251974747,0.36909400698180306,1,6
0.3997412586292136,0.6237343226003005,1,6
0.15634998153310176,0.33319329264335246,1,6
0.5466926713444799,0.31321537662069565,1,6
0.16525672246109482,0.01864604299843492,1,6
0.17965154399611322,0.28625525238617533,1,6
0.14754476387808635,0.45057289377743037,1,6
0.0773950465598988,0.04575256380121588,1,6
0.4127340464874846,0.2788920758104833,1,6
0.2260697519985092,0.4338871669372827,1,6
0.1437219335706381,0.2704786565874805,1,6
0.4151883040274677,0.5594125471105557,1,6
0.3022945482102627,0.40665721979056113,1,6
0.32616113908044553,0.7663855597798146,1,6
0.3188634199337572,0.056398743303057414,1,6
0.21646333662589418,0.3343228522730653,1,6
0.13266684153390468,0.38035826358731806,1,6
0.17445939138184074,-0.18903038180907852,1,6
0.2155580110370972,0.3454185156627315,1,6
0.2086691494291626,0.47188599738895715,1,6
0.2099461017185623,0.22970874735198965,1,6
0.5827408930793242,0.247762007255107,1,6
0.3991951723069233,0.2615392575108719,1,6
0.33811095615408393,0.36745288684927585,1,6
0.30541550126732087,0.2773777256340847,1,6
0.14107765347855797,0.15985635490990238,1,6
0.15446804396320665,0.4586335233717618,1,6
0.12625709558381637,0.34128416430479425,1,6
0.3883600195864699,0.5313496606429127,1,6
0.32995841918041785,0.44913458301656095,1,6
0.23891088354381665,0.3881885691871858,1,6
0.2712867641720918,0.277510714994545,1,6
0.19954244798285867,0.3409802856493637,1,6
0.23280025708515031,0.43790584494622287,1,6
0.22416510596535083,0.17593624024189247,1,6
0.4845426203529945,0.4255316268821211,1,6
0.3361057579790286,0.27311857128281236,1,6
0.30605349868293485,0.46231762776814883,1,6
0.561030411500641,0.43895873530748564,1,6
0.1745767289105171,0.27953476834450425,1,6
0.2510407420872758,0.2222150337519715,1,6
0.15077621372090141,0.16180197699041535,1,6
0.37329024825288626,0.5122538361051633,1,6
0.3108217466544355,0.4086254642913737,1,6
0.30327629412786905,0.5533188149462597,1,6
-0.12481296438290171,0.008651098158630813,1,6
0.09386611032938397,0.49806111892664495,1,6
0.4009721814330039,0.1485608176841749,1,6
0.316117198179281,0.5267111227803413,1,6
0.4753468867430992,0.42454955305119124,1,6
0.1766282005592255,0.3513932037684883,1,6
0.4449041137564784,0.3627147544538138,1,6
0.3723889288019104,0.3326082063136292,1,6
0.15114438553630702,0.4632128750729315,1,6
0.5459097855146754,0.4361319566132478,1,6
0.26956801604607483,0.32489736390140234,1,6
0.37626554727245404,0.5416085631929163,1,6
0.19667741378268375,0.31296381330585454,1,6
0.38204857569966494,0.36787345654264436,1,6
0.2769262425614465,0.2543218367528033,1,6
0.4290168400598285,0.40504966076331844,1,6
0.32013660036827696,0.44200599431614557,1,6
0.24890990495922954,0.5535619097639105,1,6
0.20952242005257668,0.14283294815670564,1,6
0.08884077695588477,0.05795705722419141,1,6
0.475534043431174,0.7914455028442432,1,6
0.4562581788794789,0.395238886012478,1,6
0.26421475139060635,0.3826289099188859,1,6
0.1465493325019971,-0.022434510408592276,1,6
0.42466916443798647,0.5095057168440613,1,6
0.44618348851066825,0.5319861971174843,1,6
0.33946114095934943,0.5846430928343104,1,6
0.4912430151746844,0.3294768311790103,1,6
0.12401535278317806,0.28659589244674055,1,6
0.22708999953613046,0.037570808027139274,1,6
0.5688191959116277,0.5495866763123373,1,6
0.2987516169032705,0.44996332737875244,1,6
0.2987052486195185,0.17576021212862517,1,6
0.2275591395016489,0.35674221362752856,1,6
0.18852034290169412,0.3890369888744134,1,6
0.5156619752971141,0.6873477845268696,1,6
0.1341517881339946,0.453081556472711,1,6
0.4837179786602019,0.15959992812767843,1,6
0.2962324335066522,-0.007594758968131027,1,6
0.17043155522191974,0.24327832501047708,1,6
0.2425144616450598,0.30537466210333464,1,6
0.26966937830678905,0.027972541752996904,1,6
0.15659077314713218,0.21651819950909007,1,6
0.08716838008793985,0.3305882445417342,1,6
0.18558986234719224,0.2663052552695845,1,6
0.4035476933857141,0.25155562688973365,1,6
0.39359136307599196,0.39842199674156087,1,6
0.3291405118329323,0.40516765184514897,1,6
0.2678305358352287,0.32667310318271525,1,6
0.31584812914473315,0.3196448743166056,1,6
0.5615453454221504,0.17203893514671842,1,6
0.39461232085581843,0.3684081063689201,1,6
0.40751986072649965,0.22716785805023787,1,6
0.17829714383302478,0.340689414607087,1,6
0.40967249493596997,0.31465378186401743,1,6
0.3326941326193082,0.3375287645090442,1,6
0.5154344212407364,0.5907070335637226,1,6
-0.0021089537802817526,0.19454818634692905,1,6
0.39204652643130705,0.3603281681811732,1,6
0.3923351957748979,0.3720815550997979,1,6
0.2081819862450821,0.44615483075177675,1,6
0.10875488327655178,0.2792385122659407,1,6
0.32024176918853803,0.106365334319661,1,6
0.3659023241388294,0.3874903095711863,1,6
0.40304753684515954,0.49172909887025706,1,6
0.35018231323588267,0.03630777631619403,1,6
0.3510276091815976,0.31315078058672774,1,6
0.15653802294708388,0.3679434049059843,1,6
0.18538537095384028,0.3031666591267329,1,6
0.44331428357407054,0.2917365108845714,1,6
0.30610244974497874,0.1441053994136098,1,6
0.4426484864776656,0.48848072241383855,1,6
0.14889880284288498,0.4324492666351798,1,6
0.3413473031096887,0.37788925553743546,1,6
0.3210096662495628,0.18805977797986914,1,6
0.32163598967094537,0.5622857096469784,1,6
0.23621155321964823,0.40068014312067746,1,6
0.21416015611398068,0.39736917127570237,1,6
0.28597334224547627,0.2563275201282791,1,6
0.31268987249326813,0.602040730834099,1,6
0.39625461596050243,0.6654617147744208,1,6
0.1615439423562734,0.5898861794501097,1,6
0.4229728195576745,0.4098870711697485,1,6
0.350515297536633,0.2412421788084153,1,6
0.35447627907643264,0.3603395567351852,1,6
0.0518258109977788,0.010720832344938501,1,6
0.34934311443251964,0.4179165039534244,1,6
0.4967068736256496,0.30671802098281786,1,6
0.5340577896825205,0.18099569096127732,1,6
0.09022073435284145,0.5791394222818118,1,6
0.39188619265638525,0.3562559021249738,1,6
0.3587010875476703,0.1072490937756331,1,6
0.22121463200212077,0.2857153925478795,1,6
0.3487466161721933,0.35770569700146315,1,6
0.30471602837490736,0.3832281091051072,1,6
0.16126841267692235,0.33358613116012903,1,6
0.22257856269378487,0.18868783187774713,1,6
0.353825157952847,0.3673793410011514,1,6
0.17385330742542657,0.359118319552201,1,6
0.11888466128823344,0.3338516575211264,1,6
0.4518082236415434,0.04810762910291422,1,6
0.39380298103837563,0.2926246424841286,1,6
0.48715058921925325,0.7677133108771589,1,6
0.3489406306398423,0.3706283189516345,1,6
0.3970405775210911,0.4666571390086306,1,6
0.3477786150394456,0.22225316298099257,1,6
0.3056513527419177,0.8103612918487977,1,6
0.27132852007606073,0.2819652668522687,1,6
0.27063321084178404,0.3757962072758338,1,6
0.310383938288521,0.1794443673409697,1,6
0.16664959241321664,0.43796711024913004,1,6
0.18841681943442426,0.24469894546027116,1,6
0.2535147474458798,0.38131483311789593,1,6
0.215922098117742,0.37636398207295363,1,6
0.1903268950214211,0.4181345801050584,1,6
0.338267910156,0.6462467625082633,1,6
0.22346773920667296,0.45453036656698725,1,6
0.29256157295170704,0.47350627736786965,1,6
0.2861754328949709,0.13269257908757615,1,6
0.3487484351951896,0.3728424246127835,1,6
0.4783355529292186,0.2636467190130536,1,6
0.099946207906947665,0.2915285884974238,1,6
0.0818029417759372,0.5401518628819406,1,6
0.4928040510488138,0.5248913410090534,1,6
0.2951014773408465,0.5248588524753985,1,6
0.2547144836242716,0.25383588784462213,1,6
0.5015141440519781,0.4776255812679276,1,6
0.47938436241575133,0.6201192595108784,1,6
0.19578278999413795,0.620042887631038,1,6
0.2831843715948655,0.5847241262228157,1,6
0.12905046119567132,0.42333033419894894,1,6
0.42341589272976293,0.5076018706116554,1,6
0.48883419423160135,0.4279019067785467,1,6
0.24784040246801592,0.3151308581439233,1,6
0.2827788462597801,0.32370121211752606,1,6
0.3362438246032573,0.2772624199776426,1,6
0.3898410258116626,0.5606481965633199,1,6
0.3304990020773422,0.3040546755268104,1,6
0.3182354384129502,0.19686183751075242,1,6
0.15626099259702492,0.37028199827908326,1,6
0.2688117105778607,0.2322265983760178,1,6
0.29945705838526326,0.2521317244273678,1,6
0.19456373474931113,0.2301036300237895,1,6
0.3067445563482227,0.23515508345569192,1,6
0.20807910216291758,0.5140521905795667,1,6
0.23167127882991412,0.4585320137084872,1,6
0.4081865246096522,0.18416569564788557,1,6
0.31311130094571993,0.08203284367988814,1,6
0.18491000502890767,0.2194134335511994,1,6
0.2508720577385398,0.38244269359497296,1,6
0.24191257289916987,0.3358130636611094,1,6
0.3228428753291285,0.45977801307975336,1,6
0.28136930675329325,0.6423907011413108,1,6
0.44833653369826965,0.531128587633145,1,6
0.5206132500384786,0.6027667670108057,1,6
0.15101984986018438,0.31313035241487797,1,6
0.3002511425831125,0.3686965134953012,1,6
0.23938156683261586,0.3597283985894755,1,6
0.25043888484005306,0.4679737573077538,1,6
0.2338870459832723,0.1639207180597403,1,6
0.029095146270138525,0.247038624418914,1,6
0.1983901347375107,0.27062286572923305,1,6
0.1735998133232648,0.27805524154569944,1,6
0.24246497980263826,-0.022845749046622427,1,6
-0.038673109624660834,0.19962382190780467,1,6
0.12661228046141743,0.4886751780075922,1,6
0.11551580112172666,0.18183127130279492,1,6
0.27712519783783307,0.35046318965102485,1,6
0.20783847866628305,-0.08856879524677216,1,6
0.3704671988396061,0.14442806065049513,1,6
0.5243118679929508,0.4293959529677391,1,6
0.07454964297381626,0.3465260197930401,1,6
0.41337468027650226,0.27844872325898623,1,6
0.29321440467972026,0.14621747840449878,1,6
0.10422398866197145,0.3428189494583853,1,6
0.32547505804910104,0.45437610111390614,1,6
0.31479131340664135,-0.021154560332316635,1,6
0.2898610091418373,0.21241282107397397,1,6
0.2533339617843445,0.36621323297493846,1,6
0.14752751075381532,0.26334338956987435,1,6
0.43456096411925793,0.3528962665233816,1,6
0.6284111939804574,0.5283239941677766,1,6
0.3842136530100179,0.3515198008604704,1,6
0.28160737629696886,0.3119155550690443,1,6
0.320903418059379,0.2995214547576033,1,6
0.2777480896409123,0.24729432337687418,1,6
0.2540241107186457,0.22181287373467265,1,6
0.1676453253259745,0.18304342866473308,1,6
0.08203296373847764,0.16875466507317788,1,6
0.1155731701730793,0.10235261523415354,1,6
0.5225471563677035,0.46717963499397264,1,6
0.24326110393102016,0.1363308282983884,1,6
0.3847277169274209,0.4117200751154358,1,6
0.19058199356074745,0.4429326447366324,1,6
0.3167287273139732,0.495198262169707,1,6
0.21677970136883723,0.25582607685840514,1,6
0.3808500979212546,0.4253767557612151,1,6
0.37190724614494386,0.5518056395830704,1,6
0.2570072956805027,0.31137972133659303,1,6
0.3595104366628357,0.40038213991638394,1,6
0.24636924607746014,0.4684775798627682,1,6
0.4825529382478123,0.4387519192562622,1,6
0.011378250819791984,0.17453307882887026,1,6
0.42425094272464847,0.49792175360799773,1,6
0.19851273583089643,0.3800448558546928,1,6
0.1807016696606933,0.3586385077690458,1,6
0.24041284451854192,0.469468886511315,1,6
0.212369377909593,0.16984040797207506,1,6
0.3885032737418302,0.45488224723810167,1,6
0.35439241115066944,0.32486679131065477,1,6
0.470743030934991,0.4148675536828974,1,6
0.17535907714190085,-0.051015728382122885,1,6
0.2564769592665541,0.4080263637066161,1,6
0.4495132454811688,0.16344032048215412,1,6
0.24589327672499445,0.44174481336878246,1,6
0.2165540587972426,0.49683374114106627,1,6
0.24979753453297254,0.0948512011497212,1,6
0.15121300185334824,0.12542197418003376,1,6
0.5754183735077265,0.37299699550237453,1,6
0.1363716416437709,0.2028263813053108,1,6
0.38249360268099625,0.34274259810901075,1,6
0.4477315991869184,0.29396241650358323,1,6
0.36230967212997234,0.5053319186840722,1,6
0.22813398173648533,0.12468534504668917,1,6
0.30443299157501175,0.2845698590280069,1,6
0.2821267281638178,-0.0769320154668913,1,6
0.24879254571747073,0.2189240095985467,1,6
0.23240170721307382,0.36759885196509656,1,6
0.2786841975124356,0.3297701202209997,1,6
0.23844593162609107,0.44440499070945966,1,6
0.556569964964743,0.22328005486101948,1,6
0.14674539205140152,0.33230738227042605,1,6
0.3231817879494037,0.4182639310314883,1,6
0.4977603492480408,0.41301302431942,1,6
0.1021171571232212,0.3106543451513548,1,6
-0.04886775263889063,0.06954382457137737,1,6
0.30614758991768337,0.47831945173213475,1,6
0.16070681278019064,-0.0037431802637979683,1,6
0.3290786328998855,0.2663092363973382,1,6
0.0984447274947531,0.11088629215852489,1,6
0.19587481200819862,0.5549371420177669,1,6
0.25839443944189844,0.266236995379752,1,6
0.40718454682276545,0.3007531816764354,1,6
0.3462578491813827,0.3344604094987773,1,6
0.42039742832786137,0.5754495251545763,1,6
0.18098149840438477,0.43879926350181797,1,6
0.07398811542592953,0.3549322864303399,1,6
0.4330725260997039,0.3289381744841873,1,6
0.3835206255017363,0.4022118541324971,1,6
0.25353282541522315,-0.0020286520169151556,1,6
0.24676251661000087,0.32414667484874243,1,6
0.34069242395575516,0.49783733655283996,1,6
0.29155022526426744,0.16748253821361514,1,6
0.18939942281930605,0.4367664502664065,1,6
0.30259918604948216,0.39900693296492096,1,6
0.18275438970194374,0.31981919146579524,1,6
0.2869187287103239,0.21366827939842234,1,6
0.24051582409642513,0.17074703744383507,1,6
0.47956940118517266,0.3259047828582413,1,6
0.3939834590940635,0.4851286228317939,1,6
0.43675816677600227,0.33135081924308146,1,6
0.20387011764621016,0.5351869002784972,1,6
0.3389151471608216,0.566198956135456,1,6
0.18571932291488535,0.4412908332516578,1,6
0.33064456520516067,0.4697637954068235,1,6
0.31206887897549346,0.5124498275237029,1,6
0.379852119738467,0.4418767427510196,1,6
0.39097275651840785,0.2747246854555484,1,6
0.13730418021612031,-0.009729747220266788,1,6
0.30866358297591323,0.39951011498540484,1,6
0.15682776149415203,0.27842840482023473,1,6
0.3545772196237677,0.4327324289779432,1,6
0.25239193043715685,0.3444436782282333,1,6
0.5446259653385835,0.3042124989899339,1,6
0.22579900531488026,0.5800534106310421,1,6
0.17101791753166484,0.3758286613288195,1,6
0.21897478297218692,0.12277106058776541,1,6
0.2618324772444597,-0.16679413996237907,1,6
0.24173544479764716,0.2755120194885723,1,6
0.24872599586878447,0.4326379894488195,1,6
0.28918506355449686,0.40746998136194934,1,6
0.21281653520976354,-0.01234044861249975,1,6
0.29264433696015135,0.4192666499067978,1,6
0.5226309809039661,0.4843097392980812,1,6
0.4604053308684333,0.26711315147695175,1,6
0.4180288022892257,0.540858051438111,1,6
0.2236150892119985,0.2001676360693566,1,6
0.13781306028984847,0.5826694905223637,1,6
0.3123227592952202,0.3735007383437634,1,6
0.17379633646950304,0.08691802373500848,1,6
0.32434823226478077,0.1835583066903681,1,6
0.3277000126745894,0.3740973601947773,1,6
0.4117051325518483,0.5387699951619024,1,6
0.4195991387834023,0.35540747107601584,1,6
0.28982253857416873,0.6907651662650017,1,6
0.4838188193921963,0.3165748007902135,1,6
0.4757112489929331,0.2245267151591207,1,6
0.21641739503815388,0.4165783296382566,1,6
0.26469289238168264,-0.27343311051588365,1,6
0.19465552273954356,0.3222794698789495,1,6
0.13249457441941165,0.13596766133132449,1,6
0.2780745388004374,0.4044942475027129,1,6
0.526428286799011,0.341854959706394,1,6
0.08593861541714602,0.19740603922001734,1,6
0.34010478913019315,0.402203046277019,1,6
0.4206433040765813,0.369355459980297,1,6
0.07277722990107968,0.08902622538127808,1,6
0.14456259963348755,0.3782036307964443,1,6
0.2443390127758449,0.37504122537998674,1,6
0.21174330007802541,0.19144421630619876,1,6
0.26554948005873424,0.25361823904303865,1,6
0.24348991258514366,0.16253645295760813,1,6
0.4182010524055171,0.2785895156851447,1,6
0.15645589675213595,0.46330718874401217,1,6
0.33789690459190197,0.5981449755021743,1,6
0.4424486329772325,-0.028424134751310115,1,6
0.34957993854659264,0.5455263376229317,1,6
0.3362813630485526,0.2980655749008865,1,6
0.2601366019607912,0.39264078288799464,1,6
0.15968480614628516,0.5955463378147001,1,6
0.3035199605503646,0.17452945950534082,1,6
0.31634732830537954,0.7430570567424452,1,6
0.29602702546358056,0.047330401128706456,1,6
0.5647270762536712,0.3166224424153746,1,6
0.22650845579525458,0.08453651845590683,1,6
0.16246573471191478,0.22232008648688192,1,6
0.04654093659578057,0.2731267467107411,1,6
0.18628354651333934,0.49127842238287683,1,6
0.5092873875782381,0.7969292327278505,1,6
0.3191370104905864,0.5241849435075151,1,6
0.20483477265295125,0.35217733493061437,1,6
0.1699723343412582,0.2346700470021061,1,6
0.2842319130338555,0.197880930090358,1,6
0.20884550670458518,0.24607033798740244,1,6
0.4356215902990949,0.33689014335481005,1,6
0.21379719076869375,0.6823500398414174,1,6
0.30241960307891635,0.11263599663589369,1,6
0.34545083266298526,0.34481320078619165,1,6
0.18416795021634003,0.4062312931859031,1,6
0.2584431590605394,0.050319247087287855,1,6
0.27378153714414033,0.394065205803638,1,6
0.33226948242801446,0.4493225455907208,1,6
0.17485761603135708,0.13765527414245965,1,6
0.3736398598157594,0.5073252289026675,1,6
0.27697567722687966,0.4923827909276242,1,6
0.28755315765700784,0.5938996491563527,1,6
0.2900912819679013,0.5943400582579036,1,6
0.3156577836300488,-0.08278093225350844,1,6
0.23180519619234488,0.01866949040339949,1,6
0.30356864430034525,0.2374722006496125,1,6
0.22605108335572133,0.6215776394174851,1,6
0.35886585746161864,0.5784845456322634,1,6
0.16675682564933275,0.4701007431475005,1,6
0.2718610967628273,0.3800013215832541,1,6
0.2841567501490788,0.2990492967283632,1,6
0.17993681647775805,0.3385211738015151,1,6
0.20605807314172933,0.3164868215387934,1,6
0.11798227844213528,0.1289201456558317,1,6
0.2988669704369182,0.4185291109333548,1,6
0.44527268206951964,0.39805301405920024,1,6
0.3926853623141441,-0.0919938747754715,1,6
0.0671289730799389,0.4869464509777093,1,6
0.05896122992099305,0.29553699516222864,1,6
0.2220796861332713,0.14054658688647229,1,6
0.22253153910201484,0.5962308980585733,1,6
0.4254283218876275,0.4251214085987173,1,6
0.344467764502805,0.2534127054165949,1,6
0.546719436371402,0.44975695499823887,1,6
0.3633894239684722,0.2587145622421156,1,6
0.45491135527877036,0.449754654007295,1,6
0.34727217169204155,0.47597004426096357,1,6
0.2248550770324646,0.27617565584419707,1,6
0.15088780587862816,0.4445559784345535,1,6
0.2149551323156319,0.2779315162302123,1,6
0.2188898806137525,0.413987750216135,1,6
0.21324908570395534,0.3555243661071134,1,6
0.2333083109068493,0.6622861184855124,1,6
0.3616635762294999,0.6171839757809569,1,6
0.14081295970651078,0.4545416081229491,1,6
0.2846587091596905,0.15521147592156062,1,6
0.11057070598950332,0.20349002178605993,1,6
0.5720473094072445,0.7053369751936124,1,6
0.23983920101185213,0.1734171158222842,1,6
0.05140842346332765,0.14333921430897517,1,6
0.32147517040903734,0.14262505853333526,1,6
0.03683543363935292,0.2150507281290407,1,6
0.27839097409120717,0.39807031545895427,1,6
0.2717595418147872,0.30308991723681905,1,6
0.1252990124305711,0.17391720954482173,1,6
0.04844142298577778,0.1555900634650871,1,6
0.2006924145549963,0.469489915953458,1,6
0.19535590495801639,0.22498743070911956,1,6
0.3221360104046772,0.3614149648968266,1,6
0.23429681277011255,0.10600058279891514,1,6
0.14868203538076746,0.13898209430927494,1,6
0.11111420879102543,0.5494459179097864,1,6
0.46816615862883154,0.6153476714321064,1,6
0.3192451775626902,0.19119935950208297,1,6
0.2754530146880185,0.6452536362953764,1,6
0.2499515130709883,0.22557464108050115,1,6
0.3850606514852404,0.5211947294230777,1,6
0.42271781447416,0.5410208030516855,1,6
0.3202948352315636,0.3032612743803838,1,6
0.3208923055412307,0.2478423419130017,1,6
0.16723796516419148,0.515563828280145,1,6
0.19968022574115146,0.2080610242746343,1,6
0.4789154458166709,0.3032251284043079,1,6
0.28606469287588776,0.18883774808578724,1,6
0.3544346373114579,0.24246455208397827,1,6
0.1529311769607978,0.3968873663877369,1,6
0.34218327693335787,0.3393197998558649,1,6
0.4241417003785122,0.40911400600606473,1,6
0.28741136490915636,0.21999676992054829,1,6
0.30118844096684594,0.3169831111227354,1,6
0.21339102120363007,0.3255319839656644,1,6
0.1235673213224674,0.21050317057606371,1,6
0.2264741256435388,0.33599192016930957,1,6
0.29610805723599454,0.4938660026406495,1,6
0.16303157783081182,0.2585043942389434,1,6
0.42066549923725094,0.3556529416172085,1,6
0.46540095607596654,0.3204424081865192,1,6
0.47445728924478237,0.5695217844015935,1,6
0.28217567221214535,0.4306312888945622,1,6
0.4347636303278284,0.43452418711883384,1,6
0.24266358393881005,0.4768874890511581,1,6
0.13618926636596845,0.12298942274089994,1,6
0.17699397553288407,0.26200109200666466,1,6
0.3328648763425596,0.21908226679987713,1,6
0.24857153978015725,0.22566452018163516,1,6
0.3743191251886194,0.27089239976704993,1,6
-0.11814563802734146,0.2434888557998483,1,6
0.5428918104036051,0.4355004136991062,1,6
0.36091080744916937,0.12852852053335476,1,6
0.30804824104302986,0.5621035880487288,1,6
0.48006506634905416,0.28634824619342447,1,6
0.24088926590116488,0.31443444140422305,1,6
0.2937811989445579,0.3593389799598836,1,6
0.3334729259242832,0.3511282664955886,1,6
0.41880306521027055,0.3999381725262906,1,6
0.2714638307914712,0.7138338037415852,1,6
0.40571097415981183,0.17735758073246038,1,6
0.17703892565813414,0.3821078100622416,1,6
0.35485724361071636,0.594917432511265,1,6
0.29005159018804094,0.04453519638501821,1,6
0.1884153255905356,0.5635443417173245,1,6
0.04373099947285955,0.4914065903399779,1,6
0.3096402813741484,0.5981066040456111,1,6
0.2727809447214684,-0.013047843628851863,1,6
0.1865886215431121,0.25516956528037893,1,6
0.19310230205853873,0.5268713501436078,1,6
0.37732728301693885,0.25308788173997665,1,6
0.1643853792627008,0.39856901679228895,1,6
0.2816295910895935,0.4365288989347002,1,6
0.29701400927581434,0.22515085525419837,1,6
0.5193382450335577,0.4330341688554049,1,6
0.27140789039385727,0.5188016960379227,1,6
0.2951984480786162,0.2669446464923808,1,6
0.1541630746765898,0.061530884812360936,1,6
0.33283322105488766,0.5539320105093749,1,6
0.2418209007638173,0.33408006250365785,1,6
0.22163685345182038,0.2638830749728226,1,6
0.3826291477225611,0.3884418128411012,1,6
0.2191108740486156,0.2615743399608272,1,6
0.4573744869059633,0.30172953187373774,1,6
0.29046043137897587,0.3032178947196712,1,6
0.30770350321878515,0.2937324995613398,1,6
0.27374866421122324,0.15286350214684288,1,6
0.24264298170621135,0.2528901929806345,1,6
0.41547995656769776,0.5926372017584406,1,6
0.4323334418313183,0.5434429528181409,1,6
0.3130754892881723,0.17994982366463605,1,6
0.30163997511776214,0.31681002167932826,1,6
0.3648590760721332,0.08080955208151722,1,6
0.3066106734995004,0.2417461733360981,1,6
0.33447245937672215,0.3814217450294977,1,6
0.24515038910712803,0.2494538323922052,1,6
0.08385998474714294,0.3805437659374816,1,6
0.3254534753201072,0.1291455879012896,1,6
0.05033406424583284,0.36530946847045587,1,6
0.2561458607783149,0.3152437132447024,1,6
0.2535372375663584,0.39539914206771093,1,6
0.19794293697022722,0.3725665442613967,1,6
0.4560819610519028,0.45104976755526094,1,6
0.04507287298556638,0.0899603639120102,1,6
0.3003901844949338,0.08547164021146225,1,6
0.2599365144346262,0.24145415280195545,1,6
0.23539592862446043,0.36454840274325756,1,6
0.4165508967243975,0.20165370339068286,1,6
0.18490501183718122,0.21345811519999347,1,6
0.33881213648846265,0.5233244874676384,1,6
0.31291360274640045,0.30900077688335015,1,6
0.15641396906701122,0.18459630553079334,1,6
0.5006191407321197,0.22962503198516346,1,6
0.0774587997637455,-0.016347866279383144,1,6
0.4130318800977425,0.6032060386141803,1,6
0.2182694827526745,0.36343139699109234,1,6
0.254724326932603,0.3262767469295661,1,6
0.4223247973880165,0.48061189708209284,1,6
0.25618999552414257,0.3289633438458145,1,6
0.3916048613470937,0.4159961195554433,1,6
-0.1559092239921544,0.12085001870659896,1,6
0.12205491465692028,0.32111291234080536,1,6
0.27225621027268654,0.5430194472669608,1,6
0.4351281464540214,0.0661989650880645,1,6
0.3244537236077488,0.3818881193573436,1,6
0.4549686372123586,0.32432173545861154,1,6
0.18925935656376178,0.3016541632063579,1,6
0.3114542044528316,0.2523795351189638,1,6
0.3743062769420566,0.277121189264739,1,6
0.31130432008546693,0.3558083194394908,1,6
0.4198832987299784,0.25892386201458173,1,6
0.16235155819702032,0.37801874315841244,1,6
0.1488591045164539,0.11413356808415469,1,6
0.2748697885102844,0.21168159525781555,1,6
0.19047975581273402,0.22406742964969634,1,6
0.2771132802409195,0.30718853556332426,1,6
0.2955754879960448,0.39804309607164695,1,6
0.5154829021170086,0.4076144516414822,1,6
0.35313320816139143,0.02718511026285761,1,6
0.1422335671573755,0.23695031752672074,1,6
0.35655597393626703,0.12049326897216067,1,6
0.4386264828351398,0.575634024745585,1,6
0.28802030886624197,0.22123441194653526,1,6
0.2385842210274049,0.3018772039050279,1,6
0.16928429893680808,0.3263060622574421,1,6
0.37885976812073674,0.39595650108161295,1,6
0.303900699817254,0.2263763500919843,1,6
0.4655961753543183,0.35931220220903665,1,6
0.4911121618428113,0.36882801836417123,1,6
0.1328327089114369,0.33886317297273966,1,6
0.36941049202605575,0.24142402429635115,1,6
0.2629610476495262,0.25381658923970707,1,6
0.28364828543931386,0.6537986427303419,1,6
0.16657113476895338,0.30040400044112303,1,6
0.4531033447444825,0.4225373248113337,1,6
0.20153486404763177,0.02234628001795408,1,6
0.2662098431580199,0.13919378777158398,1,6
0.06763839522838468,0.40317772325593804,1,6
0.23967462905168574,0.3320614646394881,1,6
0.4876867638469314,0.551935463072255,1,6
0.10733907013272273,0.23821651484862333,1,6
0.2931010813076711,0.04272810526619869,1,6
0.1986688025817629,0.521410607619955,1,6
-0.007313887420110701,0.08843296286160107,1,6
0.2908001042671,0.38621447771889983,1,6
